id,status,rating,email,img,nickname,review,date,productId,handle,variant,verified_purchase,orderId,reply,replied_at,metaobject_handle,incentivized
cXlM0Ahii2J,Active,4,akio.n.18@outlook.com,,Akio N.,finally a method that works for people outside of the US,2024-11-08T00:00:00.000Z,9636190388564,tiktok-shop-affiliate-account,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-cXlM0Ahii2J,
nFGFPVGS3ds,Active,4,dara.v.95@yahoo.com,,Dara V.,"have tried reaching 10k followers before but it is impossible, finally I can earn money on tiktok",2024-11-07T00:00:00.000Z,9033053962580,monetized-tiktok-account,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-nFGFPVGS3ds,
oWVPPEwG0Mj,Active,5,ava.u.20@hotmail.com,,Ava U.,finally I can do this from norway,2024-11-06T00:00:00.000Z,9636190388564,tiktok-shop-affiliate-account,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-oWVPPEwG0Mj,
j4KaPl3dfgN,Active,4,haruto.n.10@outlook.com,,Haruto N.,starting my yt shorts empire today!,2024-11-06T00:00:00.000Z,9658540425556,youtube,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-j4KaPl3dfgN,
uKHD0lu95O,Active,4,aarav.z.99@yahoo.com,,Aarav Z.,"Have read that people have received accounts with even more than 10k followers, guess they were lucky",2024-11-06T00:00:00.000Z,9033053962580,monetized-tiktok-account,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-uKHD0lu95O,
ywx2-7mbkiw,Active,4,kiran.g.42@yahoo.com,,Kiran G.,"thank you, now I don't have to put in weeks to be accepted into the affiliate program",2024-11-05T00:00:00.000Z,9636190388564,tiktok-shop-affiliate-account,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-ywx2-7mbkiw,
l-Es0_2GW4f,Active,5,yuki.l.28@outlook.com,,Yuki L.,best purchase,2024-11-04T00:00:00.000Z,9033053962580,monetized-tiktok-account,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-l-Es0_2GW4f,
cj7RDc_6uPZ,Active,4,naomi.q.24@hotmail.com,,Naomi Q.,love from sweden,2024-11-04T00:00:00.000Z,9658540425556,youtube,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-cj7RDc_6uPZ,
C5_GZlOEMN,Active,5,dylan.i.51@outlook.com,,Dylan I.,"got the account, more then 10k followers, just need to read the niche list included and start from there",2024-11-03T00:00:00.000Z,9033053962580,monetized-tiktok-account,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-C5_GZlOEMN,
hNm-z4UTJFJ,Active,4,amara.x.50@hotmail.com,,Amara X.,"its so nice to not have to grind to 1k followers, followers",2024-11-03T00:00:00.000Z,9636190388564,tiktok-shop-affiliate-account,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-hNm-z4UTJFJ,
xY1aAg0XNyY,Active,5,mateo.v.18@gmail.com,,Mateo V.,"making money from tokky but also selling my own product via the trafic, im ballin right now",2024-11-02T00:00:00.000Z,9033053962580,monetized-tiktok-account,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-xY1aAg0XNyY,
id4sQezTRho,Active,4,olivia.d.86@hotmail.com,,Olivia D.,connected my paypal and got my first payment,2024-11-01T00:00:00.000Z,9636190388564,tiktok-shop-affiliate-account,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-id4sQezTRho,
2v4Q1khkHLn,Active,5,ibrahim.v.32@outlook.com,https://images.loox.io/uploads/2024/12/1/dWd2eorD8.jpg,Ibrahim V.,"I have oficially made back the money I invested into this account, will buy another one with the money and then repeat the loop",2024-11-01T00:00:00.000Z,9033053962580,monetized-tiktok-account,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-2v4Q1khkHLn,
dBLdkI55Xba,Active,5,ava.a.14@gmail.com,https://images.loox.io/uploads/2024/12/1/pHaHeSI4V.jpg,Ava A.,"The accounts are so good, RPM of 2,41 USD is just nuts",2024-11-01T00:00:00.000Z,9033053962580,monetized-tiktok-account,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-dBLdkI55Xba,
jOf9Nmu9vF7,Active,4,ravi.f.84@hotmail.com,,Ravi F.,have bought from other sites but they all were botted. this one actually is legit,2024-10-31T00:00:00.000Z,9658540425556,youtube,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-jOf9Nmu9vF7,
FQhS0bABvuC,Active,4,dara.k.13@yahoo.com,,Dara K.,only good provider of theese accounts,2024-10-30T00:00:00.000Z,9658540425556,youtube,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-FQhS0bABvuC,
1HO_gQIJhuB,Active,4,jun.q.61@outlook.com,,Jun Q.,great that you recieve US e-sim included,2024-10-29T00:00:00.000Z,9033053962580,monetized-tiktok-account,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-1HO_gQIJhuB,
K0gihUBOVZn,Active,4,isabella.y.45@hotmail.com,,Isabella Y.,monetized right away with good rpm,2024-10-28T00:00:00.000Z,9033053962580,monetized-tiktok-account,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-K0gihUBOVZn,
nvun_IVAVSG,Active,4,hana.m.52@hotmail.com,,Hana M.,quick and easy setup,2024-10-26T00:00:00.000Z,9033053962580,monetized-tiktok-account,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-nvun_IVAVSG,
hs5odUcSFdQ,Active,5,yuki.m.15@yahoo.com,,Yuki M.,printing money like jerome powell,2024-10-25T00:00:00.000Z,9033053962580,monetized-tiktok-account,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-hs5odUcSFdQ,
VhCueDVH03S,Active,5,william.q.74@yahoo.com,,William Q.,the course makes it so easy,2024-10-25T00:00:00.000Z,9636190388564,tiktok-shop-affiliate-account,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-VhCueDVH03S,
ZjGrGUN6Fo,Active,4,hana.o.54@hotmail.com,,Hana O.,now I just need to find a good product to start selling,2024-10-25T00:00:00.000Z,9636190388564,tiktok-shop-affiliate-account,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-ZjGrGUN6Fo,
dbZGM0E3tdE,Active,5,mei.w.47@outlook.com,https://images.loox.io/uploads/2024/12/1/M6rDd--kp6d.jpg,Mei W.,"The channel was solid, 1k subs and organically grown as promised now look at what I have acheived since buying it, it's actually crazy",2024-10-25T00:00:00.000Z,9658540425556,youtube,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-dbZGM0E3tdE,
HIuIa5Ys82z,Active,5,ethan.a.99@hotmail.com,https://images.loox.io/uploads/2024/12/1/EFNkFX6vQl.jpg,Ethan A.,"Fast delivery, no bots works fantastic. No problems with payments also and I am not even based in the US",2024-10-25T00:00:00.000Z,9033053962580,monetized-tiktok-account,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-HIuIa5Ys82z,
ISk2G-Fah4t,Active,4,ayaka.h.13@outlook.com,,Ayaka H.,can not believe it worked good rpm also,2024-10-24T00:00:00.000Z,9033053962580,monetized-tiktok-account,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-ISk2G-Fah4t,
ntXArI6h3n,Active,5,mia.x.67@hotmail.com,,Mia X.,came with everything promised,2024-10-23T00:00:00.000Z,9033053962580,monetized-tiktok-account,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-ntXArI6h3n,
vm1BV1pels3,Active,5,isabella.h.41@gmail.com,,Isabella H.,my childhood dream of becoming a youtuber finally is true,2024-10-23T00:00:00.000Z,9658540425556,youtube,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-vm1BV1pels3,
L1aRCgmPnLP,Active,4,hana.o.54@hotmail.com,,Hana O.,works like a charm,2024-10-23T00:00:00.000Z,9658540425556,youtube,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-L1aRCgmPnLP,
gKYwM_yh82k,Active,5,zara.z.72@hotmail.com,,Zara Z.,"made my first vid today, wish me luck",2024-10-22T00:00:00.000Z,9636190388564,tiktok-shop-affiliate-account,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-gKYwM_yh82k,
iyUum-931hj,Active,4,ibrahim.b.70@yahoo.com,,Ibrahim B.,the e-sim works very well,2024-10-22T00:00:00.000Z,9033053962580,monetized-tiktok-account,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-iyUum-931hj,
ZgNJ3ZGK0Z,Active,4,aarav.z.32@hotmail.com,,Aarav Z.,"Everything is perfect, just a bit more work than I anticipated making all the vids",2024-10-22T00:00:00.000Z,9033053962580,monetized-tiktok-account,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-ZgNJ3ZGK0Z,
l2JTmeBWnlC,Active,5,noah.d.26@hotmail.com,,Noah D.,yapping for a living nowdays hbu?,2024-10-20T00:00:00.000Z,9658540425556,youtube,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-l2JTmeBWnlC,
VET7jdCWQYr,Active,5,dylan.b.76@yahoo.com,,Dylan B.,should be illegal to earn money this easy,2024-10-20T00:00:00.000Z,9636190388564,tiktok-shop-affiliate-account,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-VET7jdCWQYr,
j1bB9HK3Ok2,Active,5,levi.p.95@hotmail.com,,Levi P.,they ain't lying,2024-10-20T00:00:00.000Z,9658540425556,youtube,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-j1bB9HK3Ok2,
4yxooQhhKPu,Active,4,aarav.z.99@yahoo.com,,Aarav Z.,actually get us audience with the e-sim provided even tough I am not from US,2024-10-20T00:00:00.000Z,9033053962580,monetized-tiktok-account,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-4yxooQhhKPu,
rM6bD5OsR7J,Active,5,levi.w.16@hotmail.com,,Levi W.,"getting paid to spread brainrot shorts, dream job fr",2024-10-19T00:00:00.000Z,9658540425556,youtube,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-rM6bD5OsR7J,
ZsWhev86xI,Active,5,levi.t.87@yahoo.com,,Levi T.,"just connected my paypal, the payout is in transit!",2024-10-19T00:00:00.000Z,9658540425556,youtube,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-ZsWhev86xI,
XUb3dy6D-5c,Active,4,nikita.x.41@hotmail.com,,Nikita X.,best account store on the internet,2024-10-19T00:00:00.000Z,9033053962580,monetized-tiktok-account,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-XUb3dy6D-5c,
kwAcr8J-qR,Active,4,liam.f.52@hotmail.com,,Liam F.,"Works well, e-sim instalation was a bit hard but they included a nice guide on how to do it so when I realized that it was easy really",2024-10-19T00:00:00.000Z,9636190388564,tiktok-shop-affiliate-account,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-kwAcr8J-qR,
W4Q0ScqrLD6,Active,5,sofia.v.62@hotmail.com,https://images.loox.io/uploads/2024/12/1/chcZYxxvLuE.jpg,Sofia V.,"Bought the account, binged the course included and got my hands dirty and started. Less than 5 vids in and I have already got 800k views im so stocked! ",2024-10-18T00:00:00.000Z,9658540425556,youtube,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-W4Q0ScqrLD6,
xMe1g1mI8DH,Active,4,liam.f.52@hotmail.com,,Liam F.,easily the best account you can but,2024-10-17T00:00:00.000Z,9636190388564,tiktok-shop-affiliate-account,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-xMe1g1mI8DH,
4T7y0TyXBye,Active,5,ethan.c.36@outlook.com,https://images.loox.io/uploads/2024/12/1/jFfRerbgN.jpg,Ethan C.,Changed my life fr,2024-10-17T00:00:00.000Z,9033053962580,monetized-tiktok-account,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-4T7y0TyXBye,
y_gKy11bZp,Active,5,liam.g.31@outlook.com,,Liam G.,will singelhandedly print so much money the us goes into hyperinflation,2024-10-16T00:00:00.000Z,9033053962580,monetized-tiktok-account,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-y_gKy11bZp,
AlQ8PZtns7I,Active,4,aarav.z.32@hotmail.com,,Aarav Z.,Really good,2024-10-16T00:00:00.000Z,9033053962580,monetized-tiktok-account,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-AlQ8PZtns7I,
l_3e5N2CFu,Active,5,aarav.q.74@hotmail.com,,Aarav Q.,"fully monetized & organic, insane",2024-10-15T00:00:00.000Z,9636190388564,tiktok-shop-affiliate-account,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-l_3e5N2CFu,
R7Gegc5Jbel,Active,5,elijah.i.14@outlook.com,,Elijah I.,no bots + organic subs? steal tbh ,2024-10-15T00:00:00.000Z,9658540425556,youtube,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-R7Gegc5Jbel,
FoZOTx6-T0-,Active,5,sophia.x.26@yahoo.com,,Sophia X.,works even tough im not from us,2024-10-14T00:00:00.000Z,9033053962580,monetized-tiktok-account,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-FoZOTx6-T0-,
u2UiQTFI0Ff,Active,4,ryo.x.29@yahoo.com,,Ryo X.,satisfied,2024-10-14T00:00:00.000Z,9658540425556,youtube,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-u2UiQTFI0Ff,
43FkHsK-4Vq,Active,4,emma.l.81@hotmail.com,,Emma L.,"my channel really is organically grown, did not beleive it was true",2024-10-13T00:00:00.000Z,9658540425556,youtube,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-43FkHsK-4Vq,
GE0Hr4Za597,Active,3,dara.v.95@yahoo.com,,Dara V.,Got the channel today and everything is good now I just have to learn how to make the videos ughh,2024-10-12T00:00:00.000Z,9658540425556,youtube,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-GE0Hr4Za597,
ebFMi_kuAEl,Active,4,kai.v.41@outlook.com,,Kai V.,crazy good quality of the channel,2024-10-11T00:00:00.000Z,9658540425556,youtube,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-ebFMi_kuAEl,
FXR_8ADTrdm,Active,5,charlotte.w.13@hotmail.com,https://images.loox.io/uploads/2024/12/1/u_s8lcWefB.jpg,Charlotte W.,It is a lot of hard work even with the already monetized channel but it is so worth it in the end,2024-10-11T00:00:00.000Z,9658540425556,youtube,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-FXR_8ADTrdm,
WMOeckcKvzy,Active,5,sophia.r.58@gmail.com,,Sophia R.,fully approde for the crp program🤝,2024-10-10T00:00:00.000Z,9033053962580,monetized-tiktok-account,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-WMOeckcKvzy,
6yJnwsGw2G,Active,5,aarav.m.39@hotmail.com,,Aarav M.,monetized as promised,2024-10-09T00:00:00.000Z,9658540425556,youtube,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-6yJnwsGw2G,
mryyCP0C4K1,Active,4,sofia.l.15@hotmail.com,,Sofia L.,works in indonesia,2024-10-09T00:00:00.000Z,9636190388564,tiktok-shop-affiliate-account,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-mryyCP0C4K1,
SF1dNrGEWXt,Active,5,charlotte.g.63@outlook.com,https://images.loox.io/uploads/2024/12/1/CiT23r5fdRm.jpg,Charlotte G.,Guys this is absolutley crazy. 1 SHORT got 6.4M VIEWS and netted me 90k subscribers haha,2024-10-09T00:00:00.000Z,9658540425556,youtube,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-SF1dNrGEWXt,
40f6mnrDaeB,Active,5,mateo.y.23@yahoo.com,,Mateo Y.,fantastic,2024-10-08T00:00:00.000Z,9033053962580,monetized-tiktok-account,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-40f6mnrDaeB,
_xTO94g2Rdp,Active,4,benjamin.n.26@yahoo.com,,Benjamin N.,"as promised, rpm is good",2024-10-08T00:00:00.000Z,9033053962580,monetized-tiktok-account,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-_xTO94g2Rdp,
PgZ-Ndez47J,Active,5,kiran.j.61@outlook.com,https://images.loox.io/uploads/2024/12/1/6D6L05-zU.jpg,Kiran J.,"Account works perfect. Got 1.8m views on my first post, so thankfull!",2024-10-06T00:00:00.000Z,9033053962580,monetized-tiktok-account,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-PgZ-Ndez47J,
yWzj_ZB54Bb,Active,4,olivia.l.84@outlook.com,,Olivia L.,the youtube course included helped me,2024-10-05T00:00:00.000Z,9658540425556,youtube,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-yWzj_ZB54Bb,
GngS1Ot5FOs,Active,5,levi.v.45@yahoo.com,,Levi V.,best thing i ever bought,2024-10-04T00:00:00.000Z,9033053962580,monetized-tiktok-account,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-GngS1Ot5FOs,
EPR6CL1-7d,Active,5,sophia.e.99@outlook.com,,Sophia E.,"was hesitant at first, but it is legit",2024-10-04T00:00:00.000Z,9636190388564,tiktok-shop-affiliate-account,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-EPR6CL1-7d,
AnNTTYGzoRD,Active,4,isabella.w.29@outlook.com,,Isabella W.,works in africa,2024-10-04T00:00:00.000Z,9636190388564,tiktok-shop-affiliate-account,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-AnNTTYGzoRD,
oZHnAwKo4ez,Active,4,priya.r.11@yahoo.com,,Priya R.,"got my account fast, good quality, 1k subs no bots",2024-10-03T00:00:00.000Z,9658540425556,youtube,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-oZHnAwKo4ez,
mLUYO_yTV46,Active,5,alexander.o.92@gmail.com,,Alexander O.,e-sim saved me (not from us),2024-10-02T00:00:00.000Z,9033053962580,monetized-tiktok-account,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-mLUYO_yTV46,
4dchob8sop,Active,5,yuki.t.70@yahoo.com,,Yuki T.,thanks to the course I already started earning a bit already,2024-10-02T00:00:00.000Z,9658540425556,youtube,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-4dchob8sop,
DHHZfkY-73P,Active,5,noah.m.84@hotmail.com,,Noah M.,fast delivery!,2024-10-02T00:00:00.000Z,9658540425556,youtube,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-DHHZfkY-73P,
vDOJk4eqeqB,Active,4,jin.o.80@outlook.com,,Jin O.,commision goes crazy bby,2024-10-02T00:00:00.000Z,9636190388564,tiktok-shop-affiliate-account,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-vDOJk4eqeqB,
7pe8StsfEBd,Active,5,benjamin.x.36@yahoo.com,,Benjamin X.,quickstarted my yt career,2024-10-01T00:00:00.000Z,9658540425556,youtube,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-7pe8StsfEBd,
fG-ROkVpjOv,Active,5,elijah.k.60@yahoo.com,,Elijah K.,im not america and it works!,2024-09-30T00:00:00.000Z,9658540425556,youtube,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-fG-ROkVpjOv,
Pup5dbLtTbn,Active,5,liam.m.73@outlook.com,,Liam M.,did not believe you actually could make money with some stupid minecraft vid but made a few dollars on my first post so appearantly you can!,2024-09-27T00:00:00.000Z,9033053962580,monetized-tiktok-account,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-Pup5dbLtTbn,
uU_k1K-dzg2,Active,4,charlotte.u.43@yahoo.com,,Charlotte U.,got my first youtube mpney today,2024-09-27T00:00:00.000Z,9658540425556,youtube,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-uU_k1K-dzg2,
GYGkJ8ouoaN,Active,5,sophia.g.70@yahoo.com,,Sophia G.,setup was easy and I am not from US,2024-09-26T00:00:00.000Z,9636190388564,tiktok-shop-affiliate-account,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-GYGkJ8ouoaN,
VJp0XIVVT6Z,Active,4,nina.b.10@hotmail.com,,Nina B.,monetized straight away,2024-09-26T00:00:00.000Z,9658540425556,youtube,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-VJp0XIVVT6Z,
2PVnqAdfmdZ,Active,4,ethan.c.91@hotmail.com,,Ethan C.,got my account very fast and it has over 10k followers,2024-09-24T00:00:00.000Z,9033053962580,monetized-tiktok-account,,true,,,,252ae7c55fa0e8a35df7f6ff3c8c1596-2PVnqAdfmdZ,
